ID,WT,age,sex,region,edu,job,income,polview,d_paper,d_magazine,d_tv,d_radio,d_portal,d_messenger,d_sns,d_video,d_shortform,d_ott,d_ai,d_podcast,u_paper,u_magazine,u_tv,u_radio,u_portal,u_messenger,u_sns,u_video,u_shortform,u_ott,u_ai,u_podcast,p_share,p_like,p_comment,engagement,interest,trust_news,trust_new_src,paid_exp,paid_intent,news_none,main_path
2581.0,1.461674693439396,33.0,1.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,7.0,5.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,2,4.0,4.0,3.6666666666666665,0,0,0,5.0
2582.0,0.3185177832245838,75.0,1.0,7.0,1.0,12.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.0,0,0,0,2.0
2583.0,0.5638132860418336,72.0,2.0,16.0,2.0,12.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.0,0,0,0,2.0
2584.0,0.2646390006560679,64.0,1.0,13.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.6666666666666665,0,0,0,5.0
2585.0,0.84920974755861,73.0,1.0,2.0,2.0,12.0,3.0,4.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,4.0,0,0,0,2.0
2586.0,0.4284928797532929,58.0,1.0,14.0,2.0,1.0,4.0,4.0,5.0,0.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
2587.0,0.5116485305395655,28.0,2.0,13.0,3.0,3.0,3.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,4.333333333333333,0,0,0,5.0
2588.0,0.5904284032202038,67.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,2.0
2589.0,0.4284928797532929,59.0,1.0,14.0,2.0,1.0,3.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,2.0
2590.0,0.4949285672590321,60.0,1.0,16.0,2.0,5.0,3.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,2.0
2591.0,0.3434180180328357,63.0,1.0,7.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,3.0,4.0,3.6666666666666665,0,0,0,13.0
2592.0,0.6891498581274318,76.0,2.0,2.0,2.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0
2593.0,0.3009794817303433,47.0,2.0,13.0,3.0,6.0,4.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.6666666666666665,0,0,0,5.0
2594.0,0.8244688965389232,20.0,2.0,11.0,3.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,4.0,0,0,0,17.0
2596.0,0.8457399534990846,45.0,2.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,2.0
2597.0,0.3261412534016414,60.0,2.0,13.0,3.0,2.0,6.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3,4.0,4.0,3.3333333333333335,0,0,0,2.0
2598.0,0.3434180180328357,60.0,1.0,7.0,2.0,5.0,6.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5.0,2.0,2.0,0,0,0,2.0
2599.0,1.758889815851442,76.0,2.0,9.0,2.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0
2600.0,0.430481708915146,57.0,2.0,2.0,2.0,6.0,3.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,0,0,0,2.0
2601.0,0.2496411988848581,27.0,1.0,7.0,3.0,5.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,2,2.0,4.0,4.0,0,0,0,2.0
2602.0,0.5266549407017367,59.0,2.0,2.0,2.0,10.0,5.0,4.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,5.0
2603.0,2.680004163411224,55.0,2.0,9.0,3.0,6.0,8.0,3.0,4.0,0.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.0,3.0,3.6666666666666665,0,0,0,5.0
2604.0,0.6897739127534994,77.0,2.0,16.0,1.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,2.0
2605.0,0.3370224962458986,75.0,1.0,13.0,1.0,4.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,2.0
2606.0,0.6665442880323136,43.0,1.0,16.0,2.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,2.0
2607.0,0.5881015974480118,32.0,1.0,2.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.3333333333333335,0,0,0,5.0
2609.0,0.294860796639024,68.0,2.0,13.0,2.0,10.0,2.0,4.0,0.0,0.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,3.0,4.0,0,0,0,5.0
2611.0,0.2312911296001585,29.0,2.0,13.0,3.0,6.0,4.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,3,4.0,4.0,3.6666666666666665,0,0,0,2.0
2612.0,0.6730401291122944,37.0,2.0,2.0,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,1,1,0,13.0
2613.0,0.3434180180328357,67.0,1.0,7.0,1.0,4.0,3.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2.3333333333333335,0,0,0,2.0
2614.0,0.412330900701433,59.0,2.0,14.0,2.0,10.0,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,2.0
2615.0,0.63808352728601,49.0,2.0,16.0,3.0,2.0,6.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,5.0
2616.0,0.5990700433052737,42.0,1.0,2.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,5.0
2617.0,0.3794641978136498,61.0,2.0,14.0,2.0,10.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0
2619.0,1.817429668643642,42.0,1.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.6666666666666665,0,0,0,5.0
2620.0,0.3414177424985682,73.0,2.0,14.0,1.0,10.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.6666666666666665,0,0,0,2.0
2621.0,0.3529184240382427,56.0,1.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,2.0
2622.0,0.1546107364997683,29.0,2.0,7.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2.0,3.0,2.6666666666666665,0,0,0,5.0
2623.0,0.4889302657551823,30.0,1.0,16.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.3333333333333335,0,0,0,5.0
2624.0,0.3414177424985682,74.0,2.0,14.0,1.0,10.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.6666666666666665,0,0,0,2.0
2626.0,0.5970330745800917,20.0,1.0,2.0,3.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,1,1,0,5.0
2627.0,0.543434931136818,27.0,1.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,4.0,3.0,3.0,0,0,0,13.0
2628.0,0.3414177424985682,70.0,2.0,14.0,1.0,10.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,2.0
2629.0,0.3329196834864054,55.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,5.0
2630.0,0.8040622947618649,24.0,1.0,9.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.0,0,0,0,5.0
2631.0,0.3574032563922203,56.0,2.0,7.0,2.0,10.0,6.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0
2632.0,0.5317936840026468,48.0,2.0,14.0,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.3333333333333335,0,0,0,2.0
2633.0,0.1992142030884412,45.0,2.0,7.0,3.0,10.0,6.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3.0,2.0,2.6666666666666665,0,0,0,10.0
2634.0,0.6706108300534089,48.0,2.0,1.0,3.0,10.0,5.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.6666666666666665,0,0,0,5.0
2635.0,0.5368194970203388,78.0,1.0,2.0,2.0,12.0,3.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,2.0
2636.0,1.139823455535269,44.0,1.0,9.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,5.0
2637.0,0.3732334436273253,61.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,5.0
2638.0,0.6863651090515877,38.0,2.0,16.0,3.0,6.0,6.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,5.0
2639.0,0.1668956508756539,39.0,2.0,13.0,2.0,2.0,6.0,2.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3,4.0,4.0,3.3333333333333335,0,0,0,2.0
2640.0,1.26593192825076,58.0,1.0,9.0,2.0,2.0,6.0,4.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,0,2.0
2641.0,0.9460769112922124,63.0,1.0,9.0,2.0,5.0,5.0,2.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,2.0
2642.0,0.6064183007705842,61.0,2.0,1.0,2.0,10.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,0,2.0
2643.0,0.3815952097999935,67.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,4.0,3.3333333333333335,0,0,0,2.0
2644.0,0.5325923779261698,75.0,1.0,2.0,1.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,1,9998.0
2645.0,0.2259473684049506,46.0,1.0,7.0,2.0,5.0,5.0,2.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4.0,2.0,3.0,0,1,0,5.0
2646.0,0.2087880161282213,49.0,2.0,13.0,3.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,3,4.0,4.0,4.333333333333333,0,0,0,5.0
2647.0,1.063837414947201,23.0,2.0,1.0,3.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,5.0
2648.0,0.4332448776212389,62.0,2.0,16.0,2.0,10.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,3.0,0,0,0,2.0
2649.0,1.111864705950518,70.0,2.0,9.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,2.0
2650.0,0.6223865803415529,47.0,1.0,1.0,3.0,3.0,6.0,2.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,13.0
2651.0,1.111864705950518,73.0,2.0,9.0,2.0,2.0,3.0,4.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.0,0,0,0,2.0
2652.0,0.2066745934628957,59.0,1.0,13.0,3.0,2.0,8.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,3,4.0,4.0,3.3333333333333335,0,0,0,5.0
2653.0,0.1787016281961102,51.0,2.0,7.0,3.0,5.0,4.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,5.0
2654.0,1.260598274760772,56.0,2.0,9.0,2.0,10.0,5.0,4.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,0,5.0
2655.0,0.3756359177084415,77.0,2.0,11.0,1.0,10.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,2.0
2656.0,0.6434724778666204,31.0,2.0,1.0,3.0,6.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,16.0
2657.0,1.231998548958074,65.0,1.0,1.0,2.0,2.0,6.0,3.0,5.0,0.0,7.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,13.0
2658.0,0.2046129351204949,59.0,2.0,13.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,3,4.0,4.0,3.3333333333333335,0,0,0,5.0
2659.0,0.2541299670952252,83.0,2.0,7.0,1.0,12.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
2660.0,0.5189628999700645,55.0,1.0,16.0,3.0,6.0,5.0,4.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.6666666666666665,0,1,0,2.0
2661.0,1.094715370692929,39.0,2.0,9.0,3.0,6.0,5.0,3.0,0.0,0.0,3.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,3.0,4.0,4.0,0,0,0,5.0
2662.0,1.086173973069832,23.0,1.0,1.0,3.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2.0,4.0,3.6666666666666665,0,0,0,5.0
2663.0,0.6081158619350757,37.0,2.0,1.0,3.0,6.0,6.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,4.0,3.0,3.0,0,0,0,14.0
2664.0,0.3515733456674611,78.0,1.0,11.0,1.0,1.0,2.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,3.0,4.0,3.0,0,0,0,2.0
2665.0,0.2348483401032501,29.0,1.0,7.0,3.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3.0,2.0,2.6666666666666665,0,0,0,5.0
2666.0,0.2153788500104055,62.0,1.0,7.0,2.0,5.0,5.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0
2668.0,0.5189628999700645,52.0,1.0,16.0,2.0,5.0,6.0,3.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,1,0,2.0
2669.0,0.4996734497937259,58.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,0,2.0
2670.0,1.260598274760772,53.0,2.0,9.0,2.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,2.0
2671.0,0.2943856804555317,30.0,2.0,7.0,3.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,5.0
2672.0,0.5692320517013509,71.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,13.0
2673.0,0.224168173646632,44.0,1.0,7.0,3.0,5.0,6.0,2.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,13.0
2674.0,0.2301385723476504,69.0,2.0,7.0,1.0,10.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,2.0
2675.0,0.6702017896715179,74.0,2.0,1.0,1.0,10.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,0,2.0
2676.0,1.027150073767086,23.0,1.0,1.0,3.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,13.0
2677.0,0.9121737929026137,32.0,2.0,1.0,3.0,6.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,13.0
2678.0,0.1997623603203462,78.0,1.0,7.0,1.0,12.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2.0,0,0,0,2.0
2679.0,0.3836828340588825,75.0,1.0,5.0,1.0,12.0,3.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,3.3333333333333335,0,0,0,2.0
